Zmeny:
Hledani:
10 - 20: B=80.000000, D=2.000000, I=99.000000, J=11.000000, K=30.000000, L=100.000000, M=38.000000, P=40.000000, Q=70.000000, S=10.000000, T=151.000000
214 - 172: A=504.000000, B=546.000000, C=798.000000, D=42.000000, E=84.000000, F=378.000000, G=210.000000, H=279.000000, I=126.000000, J=84.000000, K=126.000000, L=546.000000, M=714.000000, N=210.000000, O=714.000000, P=630.000000, Q=84.000000, R=403.000000, S=420.000000, T=84.000000
1797 - 544: A=14863.000000, B=12383.000000, C=11120.000000, D=22832.000000, E=10856.000000, F=12022.000000, G=7903.000000, H=12185.000000, I=7256.000000, J=22899.000000, K=10890.000000, L=19487.000000, M=7168.000000, N=13125.000000, O=15893.000000, P=13307.000000, Q=14915.000000, R=12253.000000, S=10628.000000, T=13059.000000
595 - 858: A=3357.000000, B=1641.000000, C=3461.000000, D=4734.000000, E=2218.000000, F=1998.000000, G=328.000000, H=1042.000000, I=1917.000000, J=4997.000000, K=789.000000, L=3237.000000, M=774.000000, N=4526.000000, O=3461.000000, P=3009.000000, Q=1831.000000, R=1741.000000, S=2630.000000, T=1327.000000
922 - 1195: A=3822.000000, B=1879.000000, C=1911.000000, D=4914.000000, E=3985.000000, F=3276.000000, G=2109.000000, H=3418.000000, I=1700.000000, J=5187.000000, K=4249.000000, L=4914.000000, M=546.000000, N=4914.000000, O=3276.000000, P=1911.000000, Q=3882.000000, R=2730.000000, S=3026.000000, T=3336.000000
729 - 1739: A=13261.000000, B=9800.000000, C=7801.000000, D=18694.000000, E=10044.000000, F=10516.000000, G=7224.000000, H=11158.000000, I=6347.000000, J=18316.000000, K=9948.000000, L=17280.000000, M=5161.000000, N=10492.000000, O=12525.000000, P=9546.000000, Q=13256.000000, R=8917.000000, S=8778.000000, T=11910.000000
916 - 749: A=2338.000000, B=461.000000, C=1249.000000, D=3006.000000, E=2460.000000, F=1770.000000, G=167.000000, H=690.000000, I=1491.000000, J=3173.000000, K=501.000000, L=2682.000000, M=334.000000, N=3006.000000, O=2004.000000, P=1169.000000, Q=1893.000000, R=598.000000, S=1670.000000, T=2043.000000
634 - 1738: A=14591.000000, B=10532.000000, C=9413.000000, D=20385.000000, E=10416.000000, F=11080.000000, G=7316.000000, H=11532.000000, I=6986.000000, J=20104.000000, K=10224.000000, L=18372.000000, M=5340.000000, N=12199.000000, O=13761.000000, P=10954.000000, Q=13814.000000, R=9720.000000, S=9728.000000, T=11989.000000
1653 - 1042: A=7954.000000, B=7783.000000, C=5072.000000, D=11426.000000, E=5048.000000, F=6598.000000, G=6110.000000, H=8866.000000, I=3666.000000, J=10907.000000, K=6947.000000, L=10998.000000, M=3589.000000, N=4600.000000, O=7479.000000, P=5797.000000, Q=8369.000000, R=6110.000000, S=5648.000000, T=6581.000000
1082 - 875: A=2898.000000, B=570.000000, C=1449.000000, D=3726.000000, E=2971.000000, F=2484.000000, G=1026.000000, H=1832.000000, I=1427.000000, J=3933.000000, K=2469.000000, L=3726.000000, M=414.000000, N=3726.000000, O=2484.000000, P=1449.000000, Q=3099.000000, R=2006.000000, S=2140.000000, T=3105.000000
1858 - 726: A=13303.000000, B=10931.000000, C=8092.000000, D=19846.000000, E=10128.000000, F=10906.000000, G=7584.000000, H=11884.000000, I=6374.000000, J=20030.000000, K=10344.000000, L=17280.000000, M=6454.000000, N=10903.000000, O=13149.000000, P=11614.000000, Q=14372.000000, R=10419.000000, S=8808.000000, T=13880.000000
1140 - 512: A=7388.000000, B=3939.000000, C=6846.000000, D=11070.000000, E=6646.000000, F=6184.000000, G=2449.000000, H=4119.000000, I=4094.000000, J=11932.000000, K=4544.000000, L=9177.000000, M=2735.000000, N=10017.000000, O=8256.000000, P=6228.000000, Q=6529.000000, R=5772.000000, S=6466.000000, T=5486.000000
1573 - 1827: A=1805.000000, B=3600.000000, C=762.000000, D=4112.000000, E=1396.000000, F=1368.000000, G=1406.000000, H=1524.000000, I=660.000000, J=4460.000000, K=1865.000000, L=2772.000000, M=2794.000000, N=762.000000, O=3078.000000, P=4318.000000, Q=2811.000000, R=3205.000000, T=4130.000000
419 - 1359: A=10547.000000, B=7776.000000, C=10903.000000, D=15611.000000, E=9104.000000, F=9953.000000, G=5197.000000, H=7902.000000, I=5687.000000, J=16547.000000, K=8330.000000, L=13863.000000, M=4754.000000, N=12056.000000, O=12465.000000, P=9156.000000, Q=10153.000000, R=9491.000000, S=10024.000000, T=6387.000000
13 - 221: A=2658.000000, B=1807.000000, C=3012.000000, D=206.000000, E=1212.000000, F=1473.000000, G=793.000000, H=1464.000000, I=983.000000, J=1304.000000, K=624.000000, L=2324.000000, M=3627.000000, N=260.000000, O=2927.000000, P=2900.000000, Q=800.000000, R=403.000000, S=1822.000000, T=802.000000
754 - 837: A=1162.000000, B=347.000000, C=611.000000, D=1494.000000, E=1245.000000, F=792.000000, G=83.000000, H=332.000000, I=747.000000, J=1577.000000, K=249.000000, L=1260.000000, M=166.000000, N=1494.000000, O=996.000000, P=581.000000, Q=520.000000, R=166.000000, S=830.000000, T=853.000000
664 - 26: A=4124.000000, B=7122.000000, C=11084.000000, D=5140.000000, E=2918.000000, F=5532.000000, G=3164.000000, H=2932.000000, I=2153.000000, J=5079.000000, K=1914.000000, L=7263.000000, M=10205.000000, N=3164.000000, O=10418.000000, P=9493.000000, Q=3385.000000, R=6622.000000, S=6239.000000, T=3310.000000
871 - 123: A=5594.000000, B=7726.000000, C=12340.000000, D=8769.000000, E=4279.000000, F=6703.000000, G=3068.000000, H=2932.000000, I=3505.000000, J=7981.000000, K=2244.000000, L=8857.000000, M=8810.000000, N=6890.000000, O=11641.000000, P=10180.000000, Q=4516.000000, R=7216.000000, S=7480.000000, T=4338.000000
1236 - 982: A=3556.000000, B=2311.000000, C=1846.000000, D=4583.000000, E=3810.000000, F=3048.000000, G=2459.000000, H=3714.000000, I=1524.000000, J=4826.000000, K=4318.000000, L=4572.000000, M=508.000000, N=4172.000000, O=3048.000000, P=1778.000000, Q=3556.000000, R=2540.000000, S=2918.000000, T=2600.000000
651 - 761: A=1540.000000, B=818.000000, C=1830.000000, D=1980.000000, E=539.000000, F=660.000000, G=110.000000, H=440.000000, I=876.000000, J=2090.000000, K=330.000000, L=871.000000, M=220.000000, N=1980.000000, O=1345.000000, P=1490.000000, Q=660.000000, R=595.000000, S=1100.000000, T=110.000000
1411 - 309: A=11385.000000, B=9830.000000, C=13981.000000, D=18337.000000, E=9736.000000, F=11541.000000, G=6377.000000, H=9064.000000, I=6329.000000, J=17651.000000, K=8920.000000, L=16219.000000, M=6917.000000, N=12710.000000, O=14959.000000, P=11170.000000, Q=11541.000000, R=11441.000000, S=11748.000000, T=8356.000000
1934 - 984: A=9691.000000, B=10241.000000, C=5976.000000, D=15202.000000, E=6678.000000, F=8182.000000, G=7509.000000, H=11486.000000, I=4194.000000, J=15128.000000, K=9094.000000, L=13374.000000, M=5938.000000, N=6487.000000, O=10053.000000, P=9722.000000, Q=11644.000000, R=9095.000000, S=6228.000000, T=10794.000000
605 - 922: A=4243.000000, B=1615.000000, C=3739.000000, D=5706.000000, E=3114.000000, F=2706.000000, G=332.000000, H=1302.000000, I=2445.000000, J=6023.000000, K=951.000000, L=4259.000000, M=802.000000, N=5628.000000, O=4059.000000, P=3307.000000, Q=2859.000000, R=2011.000000, S=3170.000000, T=2277.000000
456 - 444: A=12.000000, B=156.000000, C=228.000000, D=60.000000, E=48.000000, F=168.000000, G=72.000000, H=36.000000, I=36.000000, J=60.000000, K=36.000000, L=96.000000, M=204.000000, N=60.000000, O=204.000000, P=180.000000, Q=72.000000, R=204.000000, S=120.000000, T=12.000000
538 - 248: A=444.000000, B=3770.000000, C=5444.000000, D=2650.000000, E=1144.000000, F=3018.000000, G=1740.000000, H=888.000000, I=870.000000, J=1404.000000, K=870.000000, L=3165.000000, M=4930.000000, N=1450.000000, O=4930.000000, P=4350.000000, Q=1740.000000, R=4077.000000, S=2900.000000, T=2418.000000
1123 - 66: A=9920.000000, B=8961.000000, C=14867.000000, D=13362.000000, E=8381.000000, F=9936.000000, G=4773.000000, H=5778.000000, I=5649.000000, J=13360.000000, K=5593.000000, L=13973.000000, M=10363.000000, N=11426.000000, O=15514.000000, P=12799.000000, Q=8715.000000, R=9640.000000, S=10731.000000, T=8232.000000
1744 - 1367: A=4329.000000, B=5325.000000, C=2203.000000, D=7163.000000, E=2188.000000, F=3244.000000, G=3217.000000, H=4212.000000, I=1896.000000, J=6409.000000, K=2553.000000, L=6480.000000, M=3940.000000, N=1519.000000, O=4939.000000, P=5069.000000, Q=4911.000000, R=3854.000000, S=1758.000000, T=5889.000000
871 - 1285: A=5796.000000, B=3010.000000, C=3056.000000, D=7512.000000, E=5691.000000, F=4968.000000, G=3060.000000, H=5096.000000, I=2681.000000, J=7866.000000, K=5932.000000, L=7452.000000, M=828.000000, N=6268.000000, O=4968.000000, P=2898.000000, Q=6009.000000, R=4044.000000, S=4616.000000, T=4461.000000
985 - 426: A=5304.000000, B=3901.000000, C=7381.000000, D=8710.000000, E=4665.000000, F=5416.000000, G=1469.000000, H=2217.000000, I=3422.000000, J=9541.000000, K=2167.000000, L=7075.000000, M=3887.000000, N=7657.000000, O=7858.000000, P=6433.000000, Q=4875.000000, R=5660.000000, S=5590.000000, T=3401.000000
1654 - 1239: A=5207.000000, B=5511.000000, C=3622.000000, D=7885.000000, E=2101.000000, F=4240.000000, G=4150.000000, H=5720.000000, I=2490.000000, J=7181.000000, K=3607.000000, L=7470.000000, M=3206.000000, N=1505.000000, O=5130.000000, P=4435.000000, Q=5623.000000, R=4150.000000, S=3294.000000, T=4885.000000
1769 - 334: A=15073.000000, B=14677.000000, C=14948.000000, D=24739.000000, E=11680.000000, F=14182.000000, G=9079.000000, H=12647.000000, I=7886.000000, J=23713.000000, K=11403.000000, L=21582.000000, M=10430.000000, N=14091.000000, O=19295.000000, P=15981.000000, Q=15923.000000, R=14955.000000, S=12728.000000, T=13717.000000
1946 - 447: A=14960.000000, B=13868.000000, C=12951.000000, D=23789.000000, E=11244.000000, F=13404.000000, G=8851.000000, H=13778.000000, I=7547.000000, J=24575.000000, K=11181.000000, L=20263.000000, M=9466.000000, N=14057.000000, O=17542.000000, P=15833.000000, Q=16379.000000, R=14412.000000, S=11598.000000, T=14159.000000
1071 - 1333: A=3668.000000, B=3144.000000, C=2293.000000, D=4824.000000, E=3017.000000, F=3144.000000, G=2620.000000, H=4192.000000, I=1572.000000, J=4916.000000, K=4454.000000, L=4716.000000, M=524.000000, N=2764.000000, O=3144.000000, P=1834.000000, Q=3668.000000, R=2620.000000, S=3144.000000, T=1611.000000
1451 - 814: A=8918.000000, B=5059.000000, C=5794.000000, D=11692.000000, E=7210.000000, F=7634.000000, G=4777.000000, H=7980.000000, I=4190.000000, J=11805.000000, K=7605.000000, L=11466.000000, M=1823.000000, N=7896.000000, O=7644.000000, P=4459.000000, Q=9071.000000, R=5818.000000, S=7178.000000, T=6769.000000
1882 - 276: A=15131.000000, B=16091.000000, C=16200.000000, D=25832.000000, E=11912.000000, F=14896.000000, G=9766.000000, H=13523.000000, I=8060.000000, J=24950.000000, K=11694.000000, L=22336.000000, M=12373.000000, N=14720.000000, O=20449.000000, P=18398.000000, Q=17288.000000, R=16695.000000, S=13308.000000, T=16066.000000
1125 - 1399: A=3836.000000, B=3288.000000, C=3169.000000, D=5106.000000, E=2471.000000, F=3288.000000, G=2740.000000, H=4384.000000, I=1644.000000, J=5012.000000, K=3962.000000, L=4932.000000, M=629.000000, N=1924.000000, O=3288.000000, P=1918.000000, Q=3836.000000, R=2740.000000, S=3288.000000, T=1272.000000
1118 - 746: A=5208.000000, B=1443.000000, C=2714.000000, D=6696.000000, E=5380.000000, F=4212.000000, G=1515.000000, H=2924.000000, I=2804.000000, J=7068.000000, K=3468.000000, L=6318.000000, M=744.000000, N=6696.000000, O=4464.000000, P=2604.000000, Q=4817.000000, R=2624.000000, S=3862.000000, T=5076.000000
89 - 1630: A=16165.000000, B=15458.000000, C=19096.000000, D=22870.000000, E=11846.000000, F=15249.000000, G=9748.000000, H=13072.000000, I=8528.000000, J=22084.000000, K=10887.000000, L=22869.000000, M=13100.000000, N=14499.000000, O=21377.000000, P=17293.000000, Q=15444.000000, R=14710.000000, S=15178.000000, T=13184.000000
1126 - 1554: A=5689.000000, B=5367.000000, C=4125.000000, D=8033.000000, E=3076.000000, F=4920.000000, G=4280.000000, H=6848.000000, I=2568.000000, J=7628.000000, K=4720.000000, L=7704.000000, M=2332.000000, N=2791.000000, O=4986.000000, P=3526.000000, Q=5992.000000, R=4280.000000, S=4650.000000, T=3737.000000
1251 - 1871: A=5953.000000, B=7752.000000, C=4009.000000, D=10370.000000, E=2684.000000, F=4978.000000, G=4758.000000, H=6830.000000, I=2592.000000, J=10055.000000, K=4555.000000, L=8568.000000, M=5404.000000, N=2132.000000, O=6849.000000, P=7853.000000, Q=7690.000000, R=6425.000000, S=3150.000000, T=8164.000000
1420 - 1738: A=3587.000000, B=4599.000000, C=1263.000000, D=6042.000000, E=1928.000000, F=2572.000000, G=2669.000000, H=3328.000000, I=1578.000000, J=5406.000000, K=2234.000000, L=5526.000000, M=3498.000000, N=1395.000000, O=4219.000000, P=4596.000000, Q=4097.000000, R=3222.000000, S=1122.000000, T=5088.000000
1533 - 99: A=14958.000000, B=13983.000000, C=18601.000000, D=21017.000000, E=11154.000000, F=14497.000000, G=8728.000000, H=12140.000000, I=7866.000000, J=20325.000000, K=10160.000000, L=21023.000000, M=11843.000000, N=14208.000000, O=19780.000000, P=15494.000000, Q=14125.000000, R=13740.000000, S=15078.000000, T=11612.000000
551 - 1301: A=9603.000000, B=5364.000000, C=7484.000000, D=13576.000000, E=8344.000000, F=7578.000000, G=3825.000000, H=6578.000000, I=4943.000000, J=14250.000000, K=7164.000000, L=11763.000000, M=2394.000000, N=11280.000000, O=9525.000000, P=6770.000000, Q=8549.000000, R=6719.000000, S=8008.000000, T=6081.000000
1266 - 1054: A=2968.000000, B=2544.000000, C=1612.000000, D=3857.000000, E=3004.000000, F=2544.000000, G=2120.000000, H=3392.000000, I=1272.000000, J=4028.000000, K=3604.000000, L=3816.000000, M=424.000000, N=2936.000000, O=2544.000000, P=1484.000000, Q=2968.000000, R=2120.000000, S=2544.000000, T=1640.000000
917 - 254: A=4612.000000, B=6069.000000, C=10173.000000, D=9466.000000, E=4437.000000, F=6108.000000, G=2433.000000, H=2337.000000, I=3458.000000, J=8593.000000, K=1989.000000, L=8042.000000, M=6675.000000, N=7293.000000, O=9966.000000, P=8537.000000, Q=4880.000000, R=7177.000000, S=6630.000000, T=4597.000000
1124 - 1868: A=7731.000000, B=9276.000000, C=4996.000000, D=12682.000000, E=4578.000000, F=6502.000000, G=6019.000000, H=8844.000000, I=3354.000000, J=12468.000000, K=6714.000000, L=10854.000000, M=5658.000000, N=3769.000000, O=8373.000000, P=8742.000000, Q=9441.000000, R=7695.000000, S=4674.000000, T=8694.000000
553 - 1695: A=14391.000000, B=10720.000000, C=10661.000000, D=21026.000000, E=10396.000000, F=11308.000000, G=7543.000000, H=11546.000000, I=7229.000000, J=20912.000000, K=10080.000000, L=18839.000000, M=5893.000000, N=12774.000000, O=14492.000000, P=11438.000000, Q=13784.000000, R=10625.000000, S=10538.000000, T=11382.000000
1170 - 510: A=7810.000000, B=4325.000000, C=7090.000000, D=11620.000000, E=7104.000000, F=6572.000000, G=2761.000000, H=4605.000000, I=4280.000000, J=12540.000000, K=5060.000000, L=9733.000000, M=2829.000000, N=10567.000000, O=8650.000000, P=6468.000000, Q=6961.000000, R=6106.000000, S=6846.000000, T=5608.000000
422 - 384: A=38.000000, B=494.000000, C=722.000000, D=553.000000, E=136.000000, F=310.000000, G=228.000000, H=114.000000, I=114.000000, J=76.000000, K=114.000000, L=469.000000, M=646.000000, N=190.000000, O=646.000000, P=570.000000, Q=228.000000, R=494.000000, S=380.000000, T=262.000000
1124 - 751: A=5222.000000, B=1480.000000, C=2671.000000, D=6714.000000, E=5450.000000, F=4254.000000, G=1570.000000, H=3000.000000, I=2795.000000, J=7087.000000, K=3555.000000, L=6426.000000, M=746.000000, N=6714.000000, O=4476.000000, P=2611.000000, Q=4871.000000, R=2674.000000, S=3884.000000, T=5161.000000
1997 - 867: A=11329.000000, B=10358.000000, C=6795.000000, D=17308.000000, E=8299.000000, F=9586.000000, G=7626.000000, H=12532.000000, I=5105.000000, J=17351.000000, K=9921.000000, L=15480.000000, M=6172.000000, N=8677.000000, O=11457.000000, P=10541.000000, Q=13507.000000, R=10137.000000, S=7398.000000, T=12549.000000
1385 - 1100: A=3990.000000, B=3420.000000, C=3078.000000, D=5290.000000, E=2790.000000, F=3420.000000, G=2850.000000, H=4560.000000, I=1710.000000, J=5249.000000, K=4317.000000, L=5130.000000, M=570.000000, N=2346.000000, O=3420.000000, P=1995.000000, Q=3990.000000, R=2850.000000, S=3420.000000, T=1423.000000
1187 - 1984: A=6849.000000, B=8520.000000, C=4555.000000, D=11548.000000, E=3633.000000, F=5746.000000, G=5542.000000, H=8988.000000, I=2976.000000, J=11271.000000, K=5643.000000, L=9720.000000, M=5532.000000, N=2917.000000, O=7617.000000, P=8301.000000, Q=8802.000000, R=7065.000000, S=3918.000000, T=8420.000000
1892 - 1508: A=2520.000000, B=4575.000000, C=1087.000000, D=5487.000000, E=1656.000000, F=2018.000000, G=2251.000000, H=2928.000000, I=1050.000000, J=5584.000000, K=2190.000000, L=3942.000000, M=3828.000000, N=1152.000000, O=3813.000000, P=5984.000000, Q=4281.000000, R=3855.000000, T=5663.000000
1591 - 1213: A=4878.000000, B=4878.000000, C=3667.000000, D=7170.000000, E=1987.000000, F=4174.000000, G=3780.000000, H=5758.000000, I=2268.000000, J=6604.000000, K=3482.000000, L=6804.000000, M=2565.000000, N=1368.000000, O=4497.000000, P=3546.000000, Q=5231.000000, R=3780.000000, S=3606.000000, T=3981.000000
978 - 252: A=5490.000000, B=6156.000000, C=10638.000000, D=10566.000000, E=5240.000000, F=6858.000000, G=2506.000000, H=2711.000000, I=3902.000000, J=9756.000000, K=2570.000000, L=9166.000000, M=6831.000000, N=8401.000000, O=10732.000000, P=8994.000000, Q=5821.000000, R=7787.000000, S=7260.000000, T=5542.000000
930 - 752: A=2492.000000, B=454.000000, C=1296.000000, D=3204.000000, E=2630.000000, F=1920.000000, G=178.000000, H=762.000000, I=1576.000000, J=3382.000000, K=534.000000, L=2934.000000, M=356.000000, N=3204.000000, O=2136.000000, P=1246.000000, Q=2113.000000, R=732.000000, S=1780.000000, T=2250.000000
1775 - 1574: A=1794.000000, B=3015.000000, C=625.000000, D=3819.000000, E=1392.000000, F=1206.000000, G=1240.000000, H=1206.000000, I=654.000000, J=3455.000000, K=1797.000000, L=2754.000000, M=2211.000000, N=603.000000, O=2979.000000, P=3417.000000, Q=2331.000000, R=2311.000000, T=3230.000000
1824 - 1256: A=5883.000000, B=7692.000000, C=3964.000000, D=10120.000000, E=2664.000000, F=4918.000000, G=4567.000000, H=6468.000000, I=2562.000000, J=9884.000000, K=4470.000000, L=8478.000000, M=5042.000000, N=1981.000000, O=6789.000000, P=7206.000000, Q=7197.000000, R=6324.000000, S=3090.000000, T=7600.000000
1834 - 146: A=16545.000000, B=17781.000000, C=18670.000000, D=25877.000000, E=12334.000000, F=16066.000000, G=10320.000000, H=13954.000000, I=8450.000000, J=25210.000000, K=12084.000000, L=24026.000000, M=14341.000000, N=15111.000000, O=22659.000000, P=19906.000000, Q=17360.000000, R=17345.000000, S=14608.000000, T=16407.000000
1214 - 1272: A=812.000000, B=696.000000, C=522.000000, D=1091.000000, E=628.000000, F=696.000000, G=580.000000, H=928.000000, I=348.000000, J=1102.000000, K=986.000000, L=1044.000000, M=116.000000, N=116.000000, O=696.000000, P=406.000000, Q=812.000000, R=580.000000, S=696.000000, T=232.000000
326 - 1733: A=15036.000000, B=14241.000000, C=14992.000000, D=24183.000000, E=11592.000000, F=14038.000000, G=9019.000000, H=12455.000000, I=7910.000000, J=23091.000000, K=11103.000000, L=21686.000000, M=10170.000000, N=14023.000000, O=18925.000000, P=15489.000000, Q=15602.000000, R=14447.000000, S=12808.000000, T=13253.000000
533 - 1542: A=12728.000000, B=8685.000000, C=10456.000000, D=18479.000000, E=9380.000000, F=10522.000000, G=6343.000000, H=10488.000000, I=6443.000000, J=18691.000000, K=8903.000000, L=16245.000000, M=4550.000000, N=12415.000000, O=12537.000000, P=9137.000000, Q=12031.000000, R=9435.000000, S=10738.000000, T=8954.000000
