[105089-108316: A=218.14],
[197871-227870: A=133.22],
[107747-111924: A=145.40],
[176323-179732: A=27.53],
[132706-135451: A=147.31],
[112443-123968: A=125.34],
[117255-121755: A=66.47],
[175481-242589: A=248.12],
[134588-151163: A=156.37],
[102926-104206: A=182.67],
[134853-142677: A=248.90],
[163693-195268: A=136.30],
[111753-115109: A=240.41],
[181520-249648: A=169.50],
[147484-173699: A=209.08],
[120380-135364: A=175.62],
[171653-195318: A=232.70],
[110826-119679: A=31.88],
[132476-134788: A=180.40],
[118358-129178: A=62.65],
[102713-104743: A=193.12],
[130044-137610: A=81.55],
[124125-134389: A=209.57],
[144063-185446: A=123.32],
[169712-224357: A=86.37],
[178657-224323: A=47.12],
[156568-190466: A=155.30],
[113573-126178: A=216.00],
[198817-218541: A=209.16],
[112925-125434: A=110.20],
[140157-143052: A=132.22],
[168333-207015: A=104.59],
[154939-202066: A=134.82],
[193115-262831: A=184.15],
[139187-166792: A=32.22],
[114678-127414: A=97.72],
[180737-258556: A=231.98],
[164690-198185: A=46.93],
[160249-187063: A=13.20],
[195726-281938: A=32.96],
[190568-268770: A=197.97],
[189061-220211: A=167.51],
[113650-116132: A=9.58],
[174242-196895: A=40.90],
[128054-154781: A=36.58],
[187320-241994: A=245.53],
[180844-258129: A=182.31],
[108009-115307: A=104.75],
[118468-120669: A=130.89],
[197413-251003: A=230.11],
[161238-207652: A=3.27],
[140694-163249: A=158.83],
[129809-145695: A=110.53],
[149492-159133: A=72.77],
[126547-147248: A=51.27],
[113625-114575: A=89.66],
[160470-174193: A=235.09],
[145680-186421: A=119.54],
[118949-130660: A=163.69],
[184951-217285: A=180.29],
[163627-202769: A=149.61],
[189788-269679: A=96.09],
[177900-217958: A=104.44],
[109339-113078: A=70.37],
[118660-121398: A=183.23],
[191634-278524: A=37.39],
[152171-200248: A=219.16],
[174048-239901: A=28.17],
[165303-199660: A=140.98],
[133824-158759: A=202.86],
[135611-158346: A=23.03],
[117980-118168: A=150.00],
[189548-241453: A=155.58],
[168884-195102: A=58.32],
[138501-176194: A=56.74],
[135497-155937: A=131.61],
[111716-114907: A=161.00],
[198574-253672: A=36.33],
[184000-257804: A=152.88],
[128413-134213: A=198.88],
[150489-169259: A=18.89],
[148880-196905: A=224.96],
[164868-223077: A=142.30],
[188984-239099: A=236.07],
[129167-148062: A=164.21],
[123699-144174: A=197.97],
[127733-135829: A=183.95],
[124890-146916: A=50.76],
[111471-112182: A=104.18],
[164253-194166: A=128.14],
[156370-174030: A=212.02],
[127230-140191: A=189.57],
[146741-164650: A=75.47],
[167197-206699: A=70.34],
[141464-178745: A=187.00],
[164304-168560: A=38.11],
[179662-246833: A=182.16],
[181363-205015: A=39.66],
[164720-167771: A=38.25],
[104079-105574: A=91.57],
[173171-213326: A=61.88],
[154629-163330: A=180.86],
[192344-207305: A=52.97],
[134127-142590: A=186.32],
[161977-192155: A=226.49],
[183205-254645: A=51.41],
[123573-130894: A=95.24],
[128442-150653: A=239.75],
[118675-123345: A=53.09],
[194164-281024: A=26.77],
[141603-178939: A=93.40],
[151762-194345: A=3.51],
[162642-198326: A=237.82],
[136009-139794: A=212.66],
[146494-163559: A=186.08],
[160212-212545: A=232.58],
[139865-157423: A=163.81],
[177216-239677: A=72.30],
[191888-211887: A=68.05],
[177704-212402: A=134.89],
[118737-130982: A=133.41],
[199274-296244: A=205.74],
[135904-145587: A=1.26],
[183981-185192: A=0.71],
[132311-161917: A=36.25],
[132950-157108: A=176.21],
[138831-175370: A=30.12],
[168740-230898: A=120.99],
[187881-210652: A=2.88],
[181798-257624: A=219.55],
[185970-192686: A=236.86],
[136554-137595: A=77.13],
[189813-258918: A=55.83],
[117632-133004: A=237.21],
[110472-112843: A=143.03],
[195804-260216: A=52.92],
[172634-184586: A=166.56],
[134673-168448: A=230.07],
[104231-106346: A=231.68],
[138998-169440: A=10.15],
[128380-134980: A=102.12],
[127950-141774: A=0.14],
[161752-221446: A=88.05],
[124047-147966: A=8.92],
[106184-110304: A=21.48],
[163977-165952: A=7.85],
[179833-188828: A=60.37],
[106008-106965: A=128.49],
[177328-202201: A=235.76],
[105660-106127: A=194.77],
[110728-111772: A=229.44],
[133260-133631: A=21.69],
[179454-195280: A=87.17],
[111418-121426: A=106.39],
[181849-262395: A=37.65],
[140970-148675: A=2.14],
[125557-130188: A=53.15],
[192632-196987: A=210.16],
[102688-105032: A=221.94],
[174191-205139: A=180.64],
[146848-190943: A=136.54],
[180193-224250: A=55.71],
[181996-260183: A=179.22],
[155880-179430: A=101.99],
[158533-216078: A=127.32],
[161016-188083: A=107.10],
[115459-125028: A=0.58],
[150940-158434: A=172.87],
[153047-154487: A=159.42],
[100237-100302: A=237.17],
[129381-152789: A=2.78],
[158733-169912: A=109.25],
[104407-108536: A=33.53],
[193099-260503: A=218.59],
[144400-177651: A=11.35],
[197705-221526: A=24.25],
[170015-203151: A=190.39],
[152424-153518: A=85.55],
[194395-259685: A=109.81],
[139083-156261: A=193.79],
[182269-202044: A=125.73],
[123141-129226: A=210.00],
[151697-189976: A=0.53],
[152131-155651: A=199.99],
[132052-142517: A=150.26],
[181700-253629: A=235.14],
[142744-182043: A=207.67],
[188852-253602: A=155.72],
[172566-175991: A=66.27],
[100737-101301: A=125.56],
[151705-179458: A=235.83],
[162546-207608: A=222.80],
[132512-153290: A=247.90],
[161069-184410: A=81.82],
[174074-177720: A=130.07],
[136940-139442: A=60.10],
[130677-137947: A=35.64],
[163630-186169: A=133.86],
[188517-249133: A=105.49],
[173234-223880: A=210.71],
[154324-172608: A=28.23],
[199406-289197: A=89.37],
[103096-103489: A=241.60],
[124677-133970: A=12.32],
[144301-176160: A=88.43],
[170557-196833: A=46.28],
[117977-131749: A=6.17],
[166339-228028: A=214.54],
[198854-239288: A=239.89],
[164839-186734: A=216.64],
[134467-158644: A=209.95],
[165430-169754: A=123.49],
[193376-231091: A=198.81],
[186457-187286: A=178.63],
[185039-261426: A=50.88],
[185477-198145: A=245.97],
[111749-119045: A=176.63],
[169085-231757: A=185.81],
[100200-100353: A=133.19],
[187020-240625: A=199.58],
[138652-143212: A=13.00],
[169981-209033: A=115.54],
[120695-139256: A=115.89],
[162084-209316: A=211.83],
[145867-174235: A=111.85],
[137509-141465: A=160.07],
[137148-172091: A=199.07],
[108309-115247: A=192.54],
[150062-189440: A=30.23],
[193283-247612: A=17.30],
[194908-215834: A=169.71],
[116097-127284: A=176.74],
[182234-208287: A=65.25],
[140576-177130: A=186.15],
[194676-217862: A=236.43],
[105676-110602: A=152.74],
[169717-183317: A=85.96],
[111907-112169: A=246.82],
[164344-200781: A=35.79],
[178003-228112: A=189.01],
[190096-191068: A=100.05],
[106391-112473: A=202.00],
[178233-248845: A=138.24],
[158102-186181: A=197.27],
[116837-128492: A=159.41],
[119321-124222: A=97.86],
[164852-204053: A=213.20],
[114632-124102: A=33.25],
[168800-192389: A=201.89],
[133087-135728: A=226.77],
[156107-196215: A=91.26],
[109485-110704: A=119.29],
[109430-115507: A=152.71],
[198485-260925: A=77.73],
[150812-181259: A=64.79],
[121354-133395: A=208.30],
[185074-202751: A=51.36],
[147586-159521: A=148.75],
[187135-205381: A=24.62],
[188725-255509: A=50.88],
[113034-115882: A=70.63],
[185613-244019: A=29.87],
[153858-189806: A=21.51],
[113431-125736: A=18.12],
[130192-155205: A=98.49],
[134194-140210: A=112.33],
[166126-169211: A=212.23],
[187976-227177: A=82.68],
[160550-208654: A=248.03],
[145997-166035: A=209.09],
[192824-233417: A=168.57],
[163456-206068: A=208.88],
[127523-137294: A=19.19],
[150480-184173: A=61.38],
[117561-118223: A=83.19],
[197816-223132: A=82.35],
[139532-162631: A=16.49],
[124847-128302: A=102.17],
[137338-142560: A=247.86],
[192030-283368: A=229.90],
[144988-189582: A=19.95],
[118337-127077: A=63.63],
[187208-219750: A=17.42],
[108952-112326: A=44.39],
[185458-215095: A=128.02],
[111192-122261: A=20.72],
[152062-202408: A=14.50],
[185068-256673: A=40.33],
[145348-184327: A=107.33],
[123397-126494: A=157.63],
[108607-110886: A=80.23],
[177884-220819: A=231.10],
[168308-206270: A=25.55],
[176640-178150: A=156.41],
[179119-191997: A=41.46],
[172663-182085: A=108.98],
[198321-238461: A=160.90],
[178606-199267: A=124.74],
[115971-117382: A=55.89],
[108025-115285: A=125.90],
[104975-107467: A=84.80],
[100048-100082: A=165.67],
[194215-246150: A=30.08],
[142912-185316: A=58.25],
[155357-160724: A=164.67],
[186455-256078: A=47.62],
[125994-147907: A=40.60],
[168259-212596: A=153.75],
[193696-216163: A=3.25],
[185636-222073: A=203.90],
[172766-239487: A=13.32],
[123938-144994: A=102.11],
[159813-191651: A=59.94],
[134042-164210: A=1.06],
[114787-118599: A=54.52],
[189519-222303: A=217.86],
[116751-120325: A=58.33],
[157259-162033: A=173.40],
[126040-133036: A=77.70],
[106806-112485: A=244.15],
[116668-120198: A=75.93],
[188256-212284: A=55.75],
[149248-158744: A=206.05],
[101158-102129: A=183.35],
[111275-116424: A=111.51],
[103900-104781: A=112.32],
[155310-196169: A=103.98],
[180996-228849: A=48.18],
[128887-147450: A=14.01],
[109807-112860: A=15.49],
[174800-231281: A=75.28],
[117332-120111: A=121.45],
[128191-134050: A=53.19],
[133717-163627: A=198.60],
[119980-131132: A=40.97],
[126684-130689: A=14.06],
[193839-232328: A=64.37],
[150617-175746: A=1.55],
[154943-171663: A=116.37],
[123226-137704: A=4.89],
[147231-179334: A=240.32],
[150821-179870: A=36.95],
[115471-121689: A=242.13],
[193238-270795: A=158.03],
[141267-159633: A=146.43],
[176305-210284: A=55.84],
[143962-177233: A=123.02],
[174851-220913: A=96.69],
[164657-201750: A=216.11],
[157521-206672: A=127.58],
[108604-112399: A=128.41],
[116609-117885: A=114.26],
[160928-192283: A=218.78],
[185459-193137: A=29.32],
[162082-217877: A=221.54],
[137259-157601: A=39.16],
[178461-208071: A=111.71],
[178274-246949: A=74.47],
[134467-153010: A=69.20],
[112252-122535: A=11.54],
[109972-111222: A=100.44],
[144821-179281: A=121.07],
[112000-114506: A=212.61],
[173102-200554: A=104.30],
[146075-167032: A=96.32],
[183613-234528: A=197.33],
[135558-153183: A=128.88],
[104249-106303: A=241.88],
[167579-214437: A=171.95],
[124534-145828: A=5.87],
[134563-149620: A=111.70],
[170924-172869: A=96.60],
[118046-135119: A=238.93],
[156284-167025: A=5.53],
[148215-190627: A=19.65],
[199749-280230: A=208.33],
[166647-175873: A=190.24],
[167847-186869: A=53.46],
[189071-202165: A=90.17],
[130982-160708: A=197.60],
[194433-274867: A=79.74],
[198410-256913: A=133.64],
[131430-156461: A=71.32],
[139695-172447: A=51.62],
[131684-148619: A=20.09],
[130660-142570: A=245.43],
[193051-258659: A=47.36],
[113464-120270: A=79.67],
[105345-105737: A=204.31],
[121172-139133: A=95.93],
[139259-176875: A=204.00],
[122720-128385: A=90.62],
[147950-158856: A=213.50],
[106966-107791: A=229.59],
[174720-180680: A=96.88],
[192102-239872: A=172.75],
[154383-160530: A=142.40],
[114356-115909: A=191.63],
[143424-180968: A=119.10],
[170266-224218: A=68.78],
[172339-233101: A=52.82],
[130669-145505: A=16.55],
[104383-104796: A=10.04],
[106687-107232: A=245.09],
[170651-218593: A=169.62],
[159855-211696: A=219.65],
[189995-263635: A=53.18],
[199077-274396: A=32.92],
[141869-145714: A=104.83],
[182801-254637: A=55.24],
[149803-166757: A=11.73],
[121781-129422: A=249.62],
[166098-214304: A=16.40],
[102729-103670: A=147.24],
[168188-210710: A=134.32],
[193814-238057: A=216.75],
[140688-163515: A=121.98],
[126206-133700: A=36.34],
[126119-129853: A=129.71],
[167775-187711: A=93.90],
[155391-200178: A=126.17],
[165273-165660: A=169.69],
[151274-152467: A=200.37],
[184579-188746: A=101.48],
[163684-169796: A=112.06],
[108689-114003: A=46.07],
[114637-123851: A=90.43],
[186733-257791: A=65.91],
[171865-212653: A=98.56],
[122737-140213: A=110.80],
[195014-274261: A=118.12],
[148894-160873: A=70.74],
[179382-225142: A=93.99],
[186319-198364: A=52.31],
[107769-113818: A=46.32],
[107035-111192: A=236.20],
[113454-115091: A=99.31],
[111443-112097: A=215.47],
[196456-236662: A=153.09],
[177766-212526: A=237.47],
[180872-243367: A=89.59],
[196974-228860: A=146.42],
[149110-188380: A=141.13],
[178967-224820: A=143.27],
[176522-232105: A=2.44],
[180937-194565: A=5.27],
[192662-251781: A=157.95],
[136788-158386: A=21.64],
[143215-165753: A=157.45],
[142793-145006: A=109.68],
[111551-118284: A=228.48],
[116114-124646: A=199.08],
[107489-113676: A=130.23],
[169825-225749: A=15.11],
[170587-196062: A=221.95],
[196945-206008: A=33.73],
[102684-104028: A=44.62],
[158300-198351: A=80.47],
[106601-110648: A=212.53],
[186857-256602: A=249.95],
[172217-195087: A=25.11],
[132897-138722: A=97.20],
[171157-207312: A=241.16],
[149399-160200: A=70.21],
[162856-208063: A=183.81],
[190041-252506: A=170.25],
[178823-238512: A=88.88],
[163989-173303: A=155.99],
[161222-213446: A=147.33],
[120120-120861: A=65.09],
[162489-180755: A=40.67],
[176060-192147: A=170.69],
[120166-120326: A=190.03],
[142042-163399: A=184.79],
[108312-116484: A=247.04],
[129199-156468: A=228.88],
[119292-127766: A=76.99],
[123927-131006: A=230.19],
[118217-131212: A=153.17],
[122789-141988: A=102.06],
[101391-101394: A=27.05],
[186620-247159: A=24.42],
[186437-229319: A=133.65],
[149202-196665: A=172.42],
[131372-155972: A=163.95],
[187037-219504: A=152.63],
[186392-190963: A=0.96],
[171449-200254: A=175.14],
[176219-240029: A=7.63],
[128564-130780: A=178.79],
[115834-129045: A=176.05],
[108263-112509: A=88.30],
[190792-229336: A=106.16],
[118886-124794: A=119.15],
[107756-112706: A=24.68],
[120717-139853: A=82.76],
[169536-202575: A=90.20],
[141526-159646: A=136.96],
[116699-123182: A=230.67],
[176206-229336: A=235.47],
[117373-120469: A=241.44],
[172226-184022: A=185.19],
[195928-272933: A=214.32],
[126436-149321: A=157.26],
[164142-223556: A=50.80],
[137956-163170: A=130.04],
[190204-279061: A=35.41],
[102165-103054: A=47.90],
[160229-163236: A=116.62],
[170104-207418: A=180.93],
[175282-218343: A=196.06],
[120492-121505: A=221.88],
[167922-202333: A=220.66],
[182875-206689: A=99.93],
[114837-127579: A=240.84],
[193501-270726: A=215.60],
[184671-263655: A=56.03],
[163892-196873: A=183.92],
[195531-232923: A=211.67],
[122259-139397: A=61.23],
[187467-240631: A=132.97],
[191375-214798: A=128.35],
[104803-104882: A=65.52],
[170503-214964: A=157.07],
[164483-216265: A=91.04],
[172634-208420: A=110.42],
[197750-247905: A=130.75],
[139115-164604: A=5.83],
[170882-194421: A=18.93],
[130905-139703: A=24.85],
[131890-159707: A=200.89],
[118623-128798: A=112.49],
[145340-150196: A=122.32],
[103677-106640: A=170.71],
[145352-170689: A=32.82],
[182233-217930: A=103.16],
[127229-130193: A=45.12],
[196217-226077: A=82.93],
[148167-152503: A=173.34],
[157090-209085: A=14.44],
[192748-264776: A=20.61],
[176199-185990: A=192.04],
[169150-228949: A=147.67],
[187622-227679: A=127.39],
[108464-115649: A=26.83],
[154797-195209: A=139.19],
[123794-124203: A=221.12],
[138149-155193: A=80.26],
[102009-103029: A=7.79],
[113639-114478: A=89.85],
[140998-143381: A=167.93],
[112570-122429: A=50.88],
[111785-117120: A=145.61],
[122260-138511: A=64.99],
[153771-197666: A=125.29],
[178797-250011: A=7.70],
[162666-210545: A=101.26],
[150120-156868: A=234.87],
[140520-173127: A=184.51],
[174530-206921: A=35.17],
[150255-171748: A=217.85],
[135397-136535: A=244.47],
[144933-155926: A=47.43],
[144865-162565: A=201.61],
[171741-232459: A=26.70],
[171650-193442: A=193.80],
[113482-114475: A=0.80],
[125196-129370: A=82.29],
[137530-150003: A=232.53],
[193982-232587: A=224.95],
[145647-187453: A=139.27],
[149904-192642: A=65.78],
[103443-106834: A=248.43],
[183482-187025: A=207.91],
[175769-234899: A=208.61],
[164328-191628: A=76.17],
[121961-128196: A=188.92],
[128093-128991: A=204.45],
[143466-182599: A=240.60],
[156253-201452: A=161.23],
[169293-227667: A=160.90],
[191071-228601: A=248.22],
[165926-210252: A=15.66],
[189639-272103: A=0.27],
[162309-183406: A=9.64],
[112082-113794: A=1.22],
[155244-173510: A=31.58],
[185462-218807: A=149.53],
[135095-158744: A=162.58],
[143350-162959: A=228.53],
[182708-215510: A=199.15],
[136228-145485: A=65.07],
[134631-136226: A=114.95],
[137559-143686: A=247.53],
[131335-162060: A=140.56],
[116200-120872: A=177.51],
[161009-185404: A=35.77],
[180424-226307: A=70.53],
[132602-162092: A=102.92],
[185107-206449: A=137.25],
[131754-150478: A=62.55],
[159714-164198: A=40.84],
[106015-111376: A=239.23],
[144844-164326: A=24.39],
[123562-129293: A=51.88],
[182085-187404: A=142.62],
[142921-158302: A=59.00],
[188775-269571: A=105.97],
[152690-155371: A=73.72],
[144562-161592: A=60.08],
[121886-125485: A=112.35],
[147860-194618: A=2.90],
[111370-114299: A=91.09],
[107891-114584: A=14.90],
[136419-146494: A=189.25],
[199531-284002: A=31.56],
[149956-170630: A=218.98],
[182916-220474: A=152.90],
[174434-199782: A=7.58],
[111288-121127: A=154.10],
[175549-210245: A=214.25],
[141194-151824: A=129.89],
[101688-103326: A=26.10],
[173398-244943: A=133.14],
[118800-126481: A=128.37],
[187231-232403: A=96.72],
[157913-187266: A=83.61],
[145124-174289: A=52.47],
[159739-162050: A=6.35],
[103983-107453: A=120.64],
[171494-175075: A=226.97],
[117599-121677: A=90.66],
[190269-208984: A=5.15],
[162812-209857: A=140.21],
[178214-182343: A=124.82],
[196859-281739: A=155.97],
[122630-131153: A=136.52],
[126161-132563: A=136.34],
[181868-184486: A=34.42],
[160766-187290: A=141.09],
[166314-173670: A=52.56],
[195142-276757: A=147.59],
[129338-147665: A=228.49],
[101026-101556: A=74.91],
[185002-225798: A=223.65],
[172903-208572: A=109.50],
[152970-189516: A=103.07],
[165244-228515: A=143.81],
[167272-216675: A=234.92],
[142735-171362: A=39.03],
[109878-114349: A=235.72],
[114290-124857: A=31.27],
[132509-159016: A=12.68],
[112477-117776: A=81.86],
[114948-123867: A=75.85],
[197947-237144: A=238.88],
[190606-243185: A=134.37],
[130897-150348: A=237.47],
[142106-144262: A=44.46],
[108512-115550: A=13.84],
[182154-197805: A=93.79],
[147118-185522: A=17.06],
[129865-154722: A=48.09],
[140332-144754: A=237.38],
[122898-128425: A=226.97],
[152423-198140: A=143.08],
[103683-106756: A=51.74],
[178969-205435: A=65.56],
[134487-163091: A=114.48],
[197965-284842: A=112.34],
[138136-154673: A=128.48],
[159394-184359: A=179.47],
[146467-148208: A=185.80],
[153961-162656: A=218.15],
[176802-187308: A=147.10],
[123013-127563: A=40.77],
[173297-207249: A=231.63],
[128865-154781: A=3.05],
[196554-263519: A=147.32],
[132369-145774: A=200.51],
[130049-156476: A=59.95],
[115364-121080: A=121.11],
[119432-135578: A=104.48],
[189598-221715: A=101.51],
[143856-175516: A=6.88],
[180063-203428: A=7.11],
[157512-181057: A=19.23],
[191446-212307: A=94.51],
[188579-270467: A=204.68],
[106116-106920: A=207.27],
[138034-140936: A=132.58],
[129434-145260: A=193.30],
[137729-168601: A=94.38],
[173633-191039: A=210.21],
[163514-173571: A=15.38],
[167284-211223: A=57.64],
[185271-218821: A=139.93],
